code,name,industry
300084,海默科技,石油开采
2589,瑞康医药,医药商业
404,华意压缩,专用机械
600936,广西广电,影视音像
600751,天海投资,水运
2519,银河电子,通信设备
601566,九牧王,服饰
603315,福鞍股份,机械基件
2092,中泰化学,化工原料
702,正虹科技,饲料
600095,哈高科,区域地产
667,美好置业,全国地产
2524,光正集团,供气供热
300197,铁汉生态,环境保护
539,粤电力Ａ,火力发电
2033,丽江旅游,旅游景点
2133,广宇集团,全国地产
2187,广百股份,百货
603822,嘉澳环保,环境保护
601788,光大证券,证券
603189,网达软件,软件服务
600469,风神股份,汽车配件
300441,鲍斯股份,机床制造
2263,大 东 南,塑料
600808,马钢股份,普钢
2796,世嘉科技,专用机械
791,甘肃电投,水力发电
2336,*ST人乐,超市连锁
600062,华润双鹤,化学制药
2450,康得新,化工原料
300216,千山药机,医疗保健
2809,红墙股份,化工原料
300308,中际装备,工程机械
999,华润三九,中成药
2335,科华恒盛,电气设备
2216,三全食品,食品
401,冀东水泥,水泥
600594,益佰制药,中成药
2166,莱茵生物,中成药
687,华讯方舟,通信设备
2631,德尔未来,家居用品
603918,金桥信息,软件服务
600794,保税科技,仓储物流
601100,恒立液压,工程机械
600399,抚顺特钢,特种钢
2668,奥马电器,家用电器
935,四川双马,水泥
601163,三角轮胎,汽车配件
600583,海油工程,石油开采
603025,大豪科技,电脑设备
821,京山轻机,轻工机械
600777,新潮能源,综合类
839,中信国安,综合类
600823,世茂股份,全国地产
930,中粮生化,农业综合
600506,香梨股份,种植业
2602,世纪华通,汽车配件
601899,紫金矿业,黄金
2617,露笑科技,电气设备
2663,普邦股份,建筑施工
601009,南京银行,银行
488,晨鸣纸业,造纸
300506,名家汇,建筑施工
600685,中船防务,船舶
627,天茂集团,保险
300285,国瓷材料,陶瓷
2502,骅威文化,文教休闲
565,渝三峡Ａ,染料涂料
600268,国电南自,电气设备
967,盈峰环境,电气设备
300204,舒泰神,生物制药
300438,鹏辉能源,电气设备
691,ST亚太,区域地产
603729,龙韵股份,广告包装
2438,江苏神通,机械基件
2534,杭锅股份,专用机械
2150,通润装备,机械基件
601155,新城控股,区域地产
600791,京能置业,全国地产
875,吉电股份,火力发电
761,本钢板材,钢加工
2160,常铝股份,铝
601388,怡球资源,铝
822,山东海化,化工原料
407,胜利股份,供气供热
976,春晖股份,化纤
600099,林海股份,摩托车
409,山东地矿,综合类
600686,金龙汽车,汽车整车
600593,大连圣亚,旅游景点
671,阳 光 城,区域地产
2815,崇达技术,半导体
718,苏宁环球,区域地产
601186,中国铁建,建筑施工
600738,兰州民百,百货
600984,建设机械,工程机械
600493,凤竹纺织,纺织
897,津滨发展,区域地产
300401,花园生物,食品
2455,百川股份,化工原料
789,万年青,水泥
600875,东方电气,电气设备
600208,新湖中宝,全国地产
603515,欧普照明,电气设备
2696,百洋股份,渔业
600452,涪陵电力,水力发电
2106,莱宝高科,元器件
600769,祥龙电业,建筑施工
600114,东睦股份,机械基件
2459,天业通联,工程机械
600678,四川金顶,水泥
600741,华域汽车,汽车配件
2446,盛路通信,通信设备
717,*ST韶钢,钢加工
46,泛海控股,全国地产
600897,厦门空港,机场
600821,津劝业,百货
300560,中富通,通信设备
2676,顺威股份,塑料
2581,未名医药,生物制药
2762,金发拉比,服饰
300461,田中精机,专用机械
600115,东方航空,空运
300035,中科电气,工程机械
603766,隆鑫通用,摩托车
601996,丰林集团,林业
2345,潮宏基,服饰
572,海马汽车,汽车整车
603028,赛福天,钢加工
27,深圳能源,火力发电
2111,威海广泰,航空
881,大连国际,综合类
601579,会稽山,红黄药酒
603101,汇嘉时代,百货
2488,金固股份,汽车配件
300527,华舟应急,专用机械
989,九 芝 堂,中成药
601811,新华文轩,出版业
922,佳电股份,电气设备
2217,合力泰,元器件
300267,尔康制药,化学制药
603858,步长制药,中成药
300041,回天新材,化工原料
600816,安信信托,多元金融
300157,恒泰艾普,石油开采
2176,江特电机,电气设备
739,普洛药业,化学制药
852,石化机械,化工机械
2206,海 利 得,化纤
601106,中国一重,工程机械
300393,中来股份,塑料
2805,丰元股份,化工原料
300067,安诺其,染料涂料
2538,司尔特,农药化肥
600609,金杯汽车,汽车整车
600475,华光股份,专用机械
300498,温氏股份,农业综合
2120,新海股份,家居用品
300225,金力泰,染料涂料
600307,酒钢宏兴,普钢
600179,安通控股,仓储物流
767,漳泽电力,火力发电
603393,新天然气,供气供热
2472,双环传动,机械基件
585,东北电气,电气设备
603123,翠微股份,百货
601890,亚星锚链,船舶
600507,方大特钢,特种钢
600385,山东金泰,黄金
16,深康佳Ａ,家用电器
600143,金发科技,塑料
603090,宏盛股份,专用机械
600054,黄山旅游,旅游景点
300436,广生堂,化学制药
625,长安汽车,汽车整车
300420,五洋科技,机械基件
603069,海汽集团,公路
2773,康弘药业,中成药
695,滨海能源,供气供热
300239,东宝生物,生物制药
601233,桐昆股份,化纤
600012,皖通高速,路桥
2065,东华软件,软件服务
2397,梦洁股份,纺织
600240,华业资本,全国地产
2457,青龙管业,塑料
600959,江苏有线,影视音像
600529,山东药玻,玻璃
300337,银邦股份,铝
600306,*ST商城,百货
2810,山东赫达,化工原料
600737,中粮屯河,食品
902,新洋丰,农药化肥
600277,亿利洁能,新型电力
2022,科华生物,医疗保健
600790,轻纺城,商品城
2411,必康股份,化学制药
300250,初灵信息,通信设备
2724,海洋王,半导体
600022,山东钢铁,普钢
600320,振华重工,工程机械
600499,科达洁能,专用机械
30,富奥股份,汽车配件
600104,上汽集团,汽车整车
2066,瑞泰科技,其他建材
600126,杭钢股份,普钢
333,美的集团,家用电器
2109,*ST兴化,化工原料
300258,精锻科技,汽车配件
600089,特变电工,电气设备
819,岳阳兴长,石油加工
600489,中金黄金,黄金
2699,美盛文化,服饰
530,大冷股份,机械基件
2052,同洲电子,通信设备
600252,中恒集团,中成药
430,张家界,旅游景点
600748,上实发展,全国地产
601857,中国石油,石油开采
818,方大化工,化工原料
2806,华锋股份,元器件
595,宝塔实业,机械基件
601179,中国西电,电气设备
2330,得利斯,食品
300283,温州宏丰,电气设备
716,黑芝麻,食品
603718,海利生物,生物制药
600688,上海石化,石油加工
600387,海越股份,石油贸易
600340,华夏幸福,区域地产
601107,四川成渝,路桥
600098,广州发展,火力发电
2652,扬子新材,其他建材
2541,鸿路钢构,钢加工
619,海螺型材,其他建材
2498,汉缆股份,电气设备
600690,青岛海尔,家用电器
2702,海欣食品,食品
300280,南通锻压,专用机械
600370,三房巷,纺织
2272,川润股份,机械基件
600801,华新水泥,水泥
2326,永太科技,化工原料
600468,百利电气,电气设备
600567,山鹰纸业,造纸
600629,华建集团,建筑施工
2755,东方新星,建筑施工
600282,南钢股份,普钢
600231,凌钢股份,普钢
2287,奇正藏药,中成药
300110,华仁药业,化学制药
2321,华英农业,农业综合
600871,石化油服,石油开采
300103,达刚路机,工程机械
962,*ST东钽,小金属
300464,星徽精密,机械基件
2593,日上集团,汽车配件
600085,同仁堂,中成药
2420,毅昌股份,塑料
300180,华峰超纤,化纤
601997,贵阳银行,银行
2569,步森股份,服饰
601128,常熟银行,银行
26,飞亚达Ａ,其他商业
603566,普莱柯,生物制药
300163,先锋新材,其他建材
600961,株冶集团,铅锌
825,太钢不锈,特种钢
300070,碧水源,环境保护
2152,广电运通,电脑设备
913,*ST钱江,摩托车
2785,万里石,其他建材
736,中房地产,全国地产
2792,通宇通讯,通信设备
600222,太龙药业,中成药
532,力合股份,元器件
603318,派思股份,专用机械
2736,国信证券,证券
601003,柳钢股份,普钢
732,泰禾集团,区域地产
2675,东诚药业,化学制药
600159,大龙地产,区域地产
601969,海南矿业,普钢
600809,山西汾酒,白酒
2060,粤 水 电,建筑施工
2476,宝莫股份,化工原料
600520,*ST中发,机械基件
2415,海康威视,电器仪表
600547,山东黄金,黄金
600806,*ST昆机,机床制造
2081,金 螳 螂,装修装饰
2743,富煌钢构,钢加工
2250,联化科技,化工原料
601886,江河集团,装修装饰
300303,聚飞光电,半导体
600353,旭光股份,元器件
600886,国投电力,水力发电
2234,民和股份,农业综合
20,深华发Ａ,元器件
300001,特锐德,电气设备
300296,利亚德,半导体
600720,祁连山,水泥
601633,长城汽车,汽车整车
2054,德美化工,化工原料
603339,四方冷链,专用机械
600217,中再资环,环境保护
2799,环球印务,广告包装
2422,科伦药业,化学制药
300274,阳光电源,电气设备
533,万 家 乐,家用电器
635,英 力 特,化工原料
600600,青岛啤酒,啤酒
2683,宏大爆破,化工原料
600749,西藏旅游,旅游景点
300194,福安药业,化学制药
2664,信质电机,汽车配件
2142,宁波银行,银行
2817,黄山胶囊,化学制药
2004,华邦健康,化学制药
600657,信达地产,全国地产
2535,林州重机,工程机械
300320,海达股份,橡胶
603012,创力集团,专用机械
2493,荣盛石化,化纤
600318,新力金融,多元金融
2624,完美世界,影视音像
690,宝新能源,火力发电
600018,上港集团,港口
600561,江西长运,公路
603999,读者传媒,出版业
300222,科大智能,电气设备
603569,长久物流,仓储物流
2401,中海科技,软件服务
629,*ST钒钛,普钢
603555,贵人鸟,服饰
888,峨眉山Ａ,旅游景点
2128,露天煤业,煤炭开采
413,东旭光电,元器件
885,同力水泥,水泥
600185,格力地产,区域地产
300175,朗源股份,食品
601965,中国汽研,汽车服务
2350,北京科锐,电气设备
600393,粤泰股份,全国地产
300326,凯利泰,医疗保健
601113,华鼎股份,化纤
780,平庄能源,煤炭开采
600971,恒源煤电,煤炭开采
300105,龙源技术,电器仪表
2057,中钢天源,元器件
421,南京公用,供气供热
2299,圣农发展,农业综合
2685,华东重机,工程机械
692,惠天热电,供气供热
985,大庆华科,化工原料
2076,雪 莱 特,家用电器
529,广弘控股,食品
2331,皖通科技,软件服务
601872,招商轮船,水运
600270,外运发展,仓储物流
2327,富安娜,纺织
600297,广汇汽车,汽车服务
600311,荣华实业,黄金
2244,滨江集团,区域地产
2021,中捷资源,纺织机械
2666,德联集团,化工原料
2741,光华科技,化工原料
600198,大唐电信,通信设备
603800,道森股份,专用机械
600596,新安股份,农药化肥
600190,锦州港,港口
603778,乾景园林,建筑施工
601880,大连港,港口
600997,开滦股份,煤炭开采
2780,三夫户外,其他商业
600279,重庆港九,港口
600581,*ST八钢,普钢
501,鄂武商Ａ,百货
18,神州长城,装修装饰
600792,云煤能源,焦炭加工
2317,众生药业,中成药
300235,方直科技,软件服务
591,太阳能,新型电力
955,欣龙控股,纺织
600652,游久游戏,互联网
600248,延长化建,建筑施工
603779,威龙股份,红黄药酒
601866,中海集运,水运
863,三湘印象,区域地产
601717,郑煤机,工程机械
600587,新华医疗,医疗保健
785,武汉中商,百货
869,张 裕Ａ,红黄药酒
600482,中国动力,电气设备
2406,远东传动,汽车配件
600313,农发种业,种植业
78,海王生物,生物制药
2283,天润曲轴,汽车配件
2295,精艺股份,铜
2014,永新股份,塑料
900,现代投资,路桥
600595,中孚实业,铝
2185,华天科技,半导体
600829,人民同泰,医药商业
600858,银座股份,百货
300191,潜能恒信,石油开采
600246,万通地产,区域地产
2162,悦心健康,医疗保健
600857,宁波中百,百货
856,*ST冀装,机械基件
2278,神开股份,化工机械
600015,华夏银行,银行
300065,海兰信,软件服务
300392,腾信股份,互联网
911,南宁糖业,食品
300370,安控科技,电器仪表
720,新能泰山,火力发电
600305,恒顺醋业,食品
300292,吴通控股,通信设备
2246,北化股份,化工原料
600345,长江通信,通信设备
2808,苏州恒久,元器件
603608,天创时尚,服饰
600476,湘邮科技,软件服务
2364,中恒电气,电气设备
428,华天酒店,酒店餐饮
600569,安阳钢铁,普钢
601225,陕西煤业,煤炭开采
600540,新赛股份,种植业
601918,*ST新集,煤炭开采
300329,海伦钢琴,文教休闲
300358,楚天科技,医疗保健
600338,西藏珠峰,铅锌
600980,北矿科技,元器件
300260,新莱应材,机械基件
603658,安图生物,医疗保健
2813,路畅科技,汽车配件
151,中成股份,商贸代理
600290,华仪电气,电气设备
600965,福成股份,农业综合
59,华锦股份,石油加工
605,渤海股份,水务
603099,长白山,旅游服务
2135,东南网架,建筑施工
600986,科达股份,互联网
300380,安硕信息,软件服务
2301,齐心集团,文教休闲
2233,塔牌集团,水泥
600348,阳泉煤业,煤炭开采
2305,南国置业,区域地产
600409,三友化工,化工原料
655,金岭矿业,普钢
848,承德露露,软饮料
2812,创新股份,广告包装
796,凯撒旅游,旅游服务
603969,银龙股份,其他建材
960,锡业股份,小金属
600229,城市传媒,出版业
600590,泰豪科技,电气设备
300536,农尚环境,建筑施工
603869,北部湾旅,旅游服务
600183,生益科技,元器件
2625,龙生股份,汽车配件
933,*ST神火,煤炭开采
300160,秀强股份,玻璃
2359,齐星铁塔,钢加工
600780,通宝能源,火力发电
600356,恒丰纸业,造纸
665,湖北广电,影视音像
2442,龙星化工,化工原料
411,英特集团,医药商业
2520,日发精机,机床制造
970,中科三环,元器件
300429,强力新材,化工原料
603306,华懋科技,汽车配件
567,海德股份,区域地产
603808,歌力思,服饰
60,中金岭南,铅锌
2277,友阿股份,百货
601169,北京银行,银行
2566,益盛药业,中成药
636,风华高科,元器件
2423,*ST中特,特种钢
600691,阳煤化工,农药化肥
600783,鲁信创投,矿物制品
601699,潞安环能,煤炭开采
600219,南山铝业,铝
537,广宇发展,区域地产
9,中国宝安,综合类
600361,华联综超,超市连锁
600513,联环药业,化学制药
600101,明星电力,水力发电
2267,陕天然气,供气供热
601000,唐山港,港口
300528,幸福蓝海,影视音像
601211,国泰君安,证券
2058,威 尔 泰,电器仪表
600527,江南高纤,化纤
2116,中国海诚,建筑施工
300516,久之洋,电器仪表
300437,清水源,化工原料
2479,富春环保,火力发电
2518,科士达,电器仪表
600359,新农开发,农业综合
600523,贵航股份,汽车配件
969,安泰科技,钢加工
600256,广汇能源,综合类
877,天山股份,水泥
600372,中航电子,航空
300049,福瑞股份,中成药
606,*ST易桥,化学制药
300316,晶盛机电,专用机械
603258,电魂网络,互联网
601666,平煤股份,煤炭开采
300205,天喻信息,元器件
2497,雅化集团,化工原料
601088,中国神华,煤炭开采
300083,劲胜精密,元器件
2352,鼎泰新材,钢加工
600917,重庆燃气,供气供热
600814,杭州解百,百货
600888,新疆众和,铝
2715,登云股份,汽车配件
600052,浙江广厦,区域地产
2018,华信国际,农药化肥
600195,中牧股份,饲料
600106,重庆路桥,路桥
601992,金隅股份,水泥
603188,亚邦股份,染料涂料
603029,天鹅股份,专用机械
601118,海南橡胶,橡胶
600665,天地源,全国地产
600317,营口港,港口
300231,银信科技,软件服务
600094,大名城,区域地产
600818,中路股份,文教休闲
600444,国机通用,塑料
795,英洛华,矿物制品
600408,安泰集团,焦炭加工
600676,交运股份,公共交通
564,西安民生,百货
600850,华东电脑,软件服务
300293,蓝英装备,专用机械
601558,华锐风电,电气设备
601339,百隆东方,纺织
600337,美克家居,家居用品
300434,金石东方,专用机械
777,中核科技,机械基件
776,广发证券,证券
600141,兴发集团,化工原料
600767,运盛医疗,医疗保健
2269,美邦服饰,服饰
600061,国投安信,证券
2797,第一创业,证券
2209,达 意 隆,轻工机械
600063,皖维高新,化纤
600729,重庆百货,百货
300132,青松股份,化工原料
300053,欧比特,半导体
600812,华北制药,化学制药
979,中弘股份,区域地产
600891,秋林集团,百货
600291,西水股份,保险
603268,松发股份,陶瓷
603000,人民网,互联网
600333,长春燃气,供气供热
422,湖北宜化,农药化肥
2494,华斯股份,服饰
816,智慧农业,机械基件
418,小天鹅Ａ,家用电器
603939,益丰药房,医药商业
300010,立思辰,软件服务
600362,江西铜业,铜
2225,濮耐股份,其他建材
2426,胜利精密,元器件
616,海航投资,全国地产
600705,中航资本,多元金融
959,首钢股份,普钢
2231,奥维通信,通信设备
600860,京城股份,专用机械
600866,*ST星湖,食品
2189,利达光电,元器件
300214,日科化学,化工原料
600703,三安光电,半导体
600433,冠豪高新,造纸
600560,金自天正,电气设备
11,深物业A,区域地产
603688,石英股份,矿物制品
600750,江中药业,中成药
600618,氯碱化工,化工原料
2452,长高集团,电气设备
932,华菱钢铁,普钢
300487,蓝晓科技,化工原料
600580,卧龙电气,电气设备
2398,建研集团,其他建材
600873,梅花生物,食品
600170,上海建工,建筑施工
800,一汽轿车,汽车整车
2339,积成电子,电气设备
600350,山东高速,路桥
601111,中国国航,空运
2285,世联行,房产服务
2298,中电鑫龙,软件服务
600805,悦达投资,综合类
156,华数传媒,影视音像
2090,金智科技,软件服务
603588,高能环境,环境保护
600655,豫园商城,百货
2313,日海通讯,通信设备
2365,永安药业,化学制药
603300,华铁科技,钢加工
753,漳州发展,汽车服务
2207,准油股份,石油开采
2284,亚太股份,汽车配件
600674,川投能源,水力发电
300446,乐凯新材,化工原料
300272,开能环保,环境保护
603663,三祥新材,矿物制品
600312,平高电气,电气设备
601168,西部矿业,铜
603599,广信股份,农药化肥
600582,天地科技,工程机械
300284,苏交科,建筑施工
2019,亿帆医药,化学制药
601369,陕鼓动力,机械基件
603108,润达医疗,医药商业
603868,飞科电器,家用电器
2458,益生股份,农业综合
600668,尖峰集团,水泥
600397,安源煤业,煤炭开采
600887,伊利股份,乳制品
300063,天龙集团,染料涂料
600238,海南椰岛,红黄药酒
601555,东吴证券,证券
788,北大医药,化学制药
300075,数字政通,软件服务
300540,深冷股份,专用机械
600908,无锡银行,银行
300492,山鼎设计,建筑施工
2291,星期六,服饰
2726,龙大肉食,食品
300234,开尔新材,陶瓷
631,顺发恒业,区域地产
600811,东方集团,综合类
677,恒天海龙,化纤
600026,中远海能,水运
600058,五矿发展,商贸代理
600006,东风汽车,汽车整车
600177,雅戈尔,服饰
2585,双星新材,塑料
2104,恒宝股份,元器件
300373,扬杰科技,半导体
2747,埃斯顿,机械基件
729,燕京啤酒,啤酒
2235,安妮股份,造纸
300169,天晟新材,塑料
2644,佛慈制药,中成药
2069,*ST獐岛,渔业
300313,天山生物,农业综合
2011,盾安环境,工程机械
600485,信威集团,通信设备
300552,万集科技,软件服务
600795,国电电力,火力发电
2428,云南锗业,小金属
2489,浙江永强,家居用品
601020,华钰矿业,铅锌
600863,内蒙华电,火力发电
728,国元证券,证券
2803,吉宏股份,广告包装
2343,慈文传媒,影视音像
600448,华纺股份,纺织
2038,双鹭药业,生物制药
507,珠海港,港口
300521,爱司凯,专用机械
300046,台基股份,半导体
601518,吉林高速,路桥
600162,香江控股,全国地产
600375,*ST星马,汽车整车
600369,西南证券,证券
600125,铁龙物流,铁路
536,华映科技,元器件
601137,博威合金,铜
600121,郑州煤电,煤炭开采
300182,捷成股份,软件服务
2281,光迅科技,通信设备
2155,湖南黄金,黄金
2760,凤形股份,机械基件
2370,亚太药业,化学制药
929,兰州黄河,啤酒
601929,吉视传媒,影视音像
300111,向日葵,半导体
600117,西宁特钢,特种钢
2651,利君股份,专用机械
2579,中京电子,元器件
300444,双杰电气,电气设备
410,沈阳机床,机床制造
600654,中安消,软件服务
600510,黑牡丹,全国地产
300140,启源装备,电气设备
603567,珍宝岛,中成药
566,海南海药,化学制药
600180,瑞茂通,仓储物流
600615,丰华股份,小金属
600275,武昌鱼,农业综合
2701,奥瑞金,广告包装
2078,太阳纸业,造纸
2205,国统股份,其他建材
600644,乐山电力,水力发电
600302,标准股份,纺织机械
601007,金陵饭店,酒店餐饮
300054,鼎龙股份,化工原料
300247,乐金健康,医疗保健
600664,哈药股份,化学制药
2337,赛象科技,化工机械
34,神州数码,综合类
62,深圳华强,商贸代理
2604,龙力生物,食品
600573,惠泉啤酒,啤酒
2500,山西证券,证券
2690,美亚光电,专用机械
2695,煌上煌,食品
561,烽火电子,通信设备
600827,百联股份,超市连锁
603131,上海沪工,专用机械
600078,澄星股份,化工原料
601127,小康股份,汽车配件
600192,长城电工,电气设备
2310,东方园林,建筑施工
600230,*ST沧大,农药化肥
519,江南红箭,矿物制品
600401,海润光伏,半导体
2169,智光电气,电气设备
600562,国睿科技,通信设备
2119,康强电子,半导体
600237,铜峰电子,元器件
600572,康恩贝,中成药
601901,方正证券,证券
2361,神剑股份,化工原料
698,沈阳化工,化工原料
2674,兴业科技,纺织
601069,西部黄金,黄金
2568,百润股份,红黄药酒
957,中通客车,汽车整车
600007,中国国贸,园区开发
96,广聚能源,石油贸易
600683,京投发展,区域地产
603959,百利科技,建筑施工
300126,锐奇股份,轻工机械
2134,天津普林,元器件
2536,西泵股份,汽车配件
300529,健帆生物,医疗保健
300553,集智股份,电器仪表
601908,京运通,半导体
300238,冠昊生物,医疗保健
600056,中国医药,医药商业
2232,启明信息,软件服务
300145,中金环境,专用机械
600835,上海机电,运输设备
600133,东湖高新,园区开发
600987,航民股份,纺织
2590,万安科技,汽车配件
600118,中国卫星,航空
2303,美盈森,造纸
600110,诺德股份,电气设备
603005,晶方科技,半导体
300144,宋城演艺,旅游景点
300257,开山股份,机械基件
600389,江山股份,农药化肥
2461,珠江啤酒,啤酒
32,深桑达Ａ,元器件
300069,金利华电,电气设备
600988,赤峰黄金,黄金
2731,萃华珠宝,服饰
600060,海信电器,家用电器
600550,保变电气,电气设备
600392,盛和资源,小金属
300483,沃施股份,专用机械
601567,三星医疗,电器仪表
2253,川大智胜,软件服务
600395,盘江股份,煤炭开采
926,福星股份,区域地产
600511,国药股份,医药商业
600825,新华传媒,出版业
2521,齐峰新材,造纸
601888,中国国旅,旅游服务
600865,百大集团,百货
600617,国新能源,供气供热
2344,海宁皮城,商品城
2302,西部建设,水泥
2140,东华科技,建筑施工
570,苏常柴Ａ,机械基件
2742,三圣股份,其他建材
300199,翰宇药业,化学制药
300551,古鳌科技,专用机械
2184,海得控制,软件服务
70,特发信息,通信设备
